"NUM OF MASTER 
PARAMS",Num of Strings,Num of Groups,List Descriptor String,Data to AUTOMATICALLY DROP,Num of Outputs,,,,,,,,,,,,,,,,,,,
5,6,1,CN_DB_V8,1233,1,,,,,,,,,,,,,,,,,,,
DATAID,T/V/L/U,STRINGS,,,,,,GROUPS, PARAMETERS,,,,,,,,,,,,,,,
DATAid,T/V/L,Compund Group,Compound,SMILES,Formula,Source,Method,Null,CN (Exp),Mor32e,L/Bw,nROR,ESpm03d,nROH,CIC1,RDF090m,nR=Cs,nOHp,nHDon,DISPm,O-059,S3K,O-056,Mor16u
1349,L,Paraffins,"2,6,10-trimethyldodecane",CCC(C)CCCC(C)CCCC(C)C,C15H32,NREL (2014),IQT,0,58,0.443,30.1,0,2.944,0,4.171,2.257,0,0,0,0.586,0,10.286,0,1.467
1350,L,Paraffins,"2,7-dimethyl-(4R,5S)-diethyloctane",CC[C@H](CC(C)C)[C@@H](CC)CC(C)C,C14H30,NREL (2014),Unknown,0,39,0.532,1.76,0,3.219,0,4.062,0,0,0,0,0.622,0,6.188,0,2.051
1351,L,Paraffins,"(7R,8S)-dimethyltetradecane",CCCCCC[C@@H](C)[C@@H](C)CCCCCC,C16H34,NREL (2014),Unknown,0,40,1.283,34.08,0,2.565,0,4.324,3.246,0,0,0,0.002,0,9.953,0,1.929
1352,L,Paraffins,"7,8- dimethyltetradecane",CCCCCCC(C)C(C)CCCCCC,C16H34,NREL (2014),Unknown,0,40,1.282,34.08,0,2.565,0,4.324,3.248,0,0,0,0.001,0,9.953,0,1.931
1353,L,Paraffins,3-ethylpentane,CCC(CC)CC,C7H16,Dahmen/Marquadt (ASG),IQT,0,34.1,0.156,1,0,1.946,0,3.196,0,0,0,0,0.412,0,2.667,0,0.8
1354,L,Paraffins,"2,2,4,4,6(R),8,8-heptamethylnonane",C[C@H](CC(C)(C)C)CC(C)(C)CC(C)(C)C,C16H34,NREL (2014),IQT,0,15,0.366,9.92,0,4.369,0,4.22,1.038,0,0,0,1.228,0,9.953,0,0.908
1355,L,Paraffins,n-hexane,CCCCCC,C6H14,NREL (2014),IQT,0,47.9,0.407,15.92,0,0,0,3.165,0,0,0,0,0.001,0,5.333,0,0.485
1356,L,Paraffins,"(4R,5R)-diethyloctane",CCC[C@@H](CC)[C@H](CC)CCC,C12H26,NREL (2014),Unknown,0,20,0.482,2.45,0,2.565,0,3.887,0,0,0,0,0.359,0,4.592,0,1.442
1357,L,Paraffins,"(4S,5S)-diethyloctane",CCC[C@H](CC)[C@@H](CC)CCC,C12H26,NREL (2014),Unknown,0,20,0.489,1.7,0,2.565,0,3.887,0,0,0,0,0.657,0,4.592,0,1.448
1358,L,Paraffins,n-heptane,CCCCCCC,C7H16,Dahmen/Marquadt (ASG),IQT,0,52.8,0.529,20.35,0,0,0,3.374,0,0,0,0,0.514,0,6,0,0.624
1359,L,Paraffins,"(4R,5S)-diethyloctane",CCC[C@@H](CC)[C@@H](CC)CCC,C12H26,NREL (2014),Unknown,0,20,0.516,1.47,0,2.565,0,3.887,0,0,0,0,0.548,0,4.592,0,1.937
1360,L,Paraffins,"4,5-diethyloctane",CCCC(CC)C(CC)CCC,C12H26,NREL (2014),Unknown,0,20,0.517,1.47,0,2.565,0,3.887,0,0,0,0,0.535,0,4.592,0,1.937
1361,L,Paraffins,5-butylnonane,CCCCC(CCCC)CCCC,C13H28,NREL (2014),Unknown,0,53,0.4,1.02,0,1.946,0,4.095,0.042,0,0,0,0.354,0,8.333,0,1.287
1362,L,Paraffins,2-methylheptadecane,CCCCCCCCCCCCCCCC(C)C,C18H38,Dahmen/Marquadt (ASG),IQT,0,80.5,1.864,93,0,1.946,0,4.598,2.639,0,0,0,0.38,0,17.067,0,2.032
1363,L,Paraffins,"2,3(R),4,5(R),6-pentamethylheptane",C[C@H](C(C)C)C(C)[C@H](C)C(C)C,C12H26,Creton,?,0,9,0.056,4.58,0,3.434,0,4.039,0,0,0,0,0.274,0,3.516,0,0.593
1364,L,Paraffins,"2,2,4,6,6-pentamethylheptane",CC(CC(C)(C)C)CC(C)(C)C,C12H26,NREL (2014),Unknown,0,9,-0.002,5.42,0,4.007,0,3.838,0.004,0,0,0,0.864,0,9,0,0.5
1365,L,Paraffins,"2,2,4,6,6- pentamethylheptane",CC(CC(C)(C)C)CC(C)(C)C,C12H26,NREL (2014),Unknown,0,9,-0.002,5.42,0,4.007,0,3.838,0.004,0,0,0,0.864,0,9,0,0.5
1366,L,Paraffins,"2,3(S),4,5(S),6-pentamethylheptane",C[C@@H](C(C)C)C(C)[C@@H](C)C(C)C,C12H26,Creton,?,0,9,0.095,2.37,0,3.434,0,4.039,0,0,0,0,0.371,0,3.516,0,0.906
1367,L,Paraffins,"(10R,13S)-dimethyldocosane",CCCCCCCCC[C@@H](C)CC[C@@H](C)CCCCCCCCC,C24H50,NREL (2014),Unknown,0,56,1.656,105.29,0,2.565,0,4.963,6.355,0,0,0,0.001,0,19.214,0,1.919
1368,L,Paraffins,9-methylheptadecane,CCCCCCCCC(C)CCCCCCCC,C18H38,NREL (2014),Unknown,0,66,1.478,79.28,0,1.946,0,4.598,3.194,0,0,0,0.458,0,15,0,1.841
1369,L,Paraffins,"2,2,3-trimethylbutane",CC(C)C(C)(C)C,C7H16,NREL (2014),IQT,0,12.9,0.695,1.47,0,3.434,0,3.287,0,0,0,0,0.655,0,2.667,0,0.328
1370,L,Paraffins,"2,5(S)-dimethylundecane",CCCCCC[C@H](C)CCC(C)C,C13H28,NREL (2014),Unknown,0,58,0.565,19.9,0,2.565,0,4.006,1.835,0,0,0,0.348,0,9.917,0,1.557
1371,L,Paraffins,"2,2-dimethylbutane",CCC(C)(C)C,C6H14,Dahmen/Marquadt (ASG),IQT,0,23.5,0.537,2.34,0,3.219,0,3.065,0,0,0,0,0.618,0,5.333,0,0.302
1372,L,Paraffins,"9,10- dimethyloctadecane",CCCCCCCCC(C)C(C)CCCCCCCC,C20H42,NREL (2014),Unknown,0,60,1.841,65.41,0,2.565,0,4.674,5.324,0,0,0,0.001,0,13.77,0,2.177
1373,L,Paraffins,5-butyldodecane,CCCCCCCC(CCCC)CCCC,C16H34,NREL (2014),Unknown,0,45,0.954,2.91,0,1.946,0,4.415,4.108,0,0,0,0.364,0,11.324,0,1.835
1374,L,Paraffins,"(9S,10S)-dimethyloctadecane",CCCCCCCC[C@H](C)[C@@H](C)CCCCCCCC,C20H42,Creton,?,0,59,1.809,6.43,0,2.565,0,4.674,6.125,0,0,0,0.659,0,13.77,0,2.607
1375,L,Paraffins,"(9R,10R)-dimethyloctadecane",CCCCCCCC[C@@H](C)[C@H](C)CCCCCCCC,C20H42,Creton,?,0,59,1.81,6.43,0,2.565,0,4.674,6.126,0,0,0,0.656,0,13.77,0,2.604
1376,L,Paraffins,"(7S,8S)-dimethyltetradecane",CCCCCC[C@H](C)[C@@H](C)CCCCCC,C16H34,NREL (2014),Unknown,0,40,1.257,5.49,0,2.565,0,4.324,4.034,0,0,0,0.483,0,9.953,0,1.917
1377,L,Paraffins,"(7R,8R)-dimethyltetradecane",CCCCCC[C@@H](C)[C@H](C)CCCCCC,C16H34,NREL (2014),Unknown,0,40,1.258,5.49,0,2.565,0,4.324,4.033,0,0,0,0.478,0,9.953,0,1.914
1378,L,Paraffins,n-octane,CCCCCCCC,C8H18,NREL (2014),CFR,0,64,0.654,27.12,0,0,0,3.56,0.201,0,0,0,0.001,0,7.2,0,0.78
1379,L,Paraffins,"2,3(R),4,5(S),6-pentamethylheptane",C[C@H](C(C)C)C(C)[C@@H](C)C(C)C,C12H26,Creton,?,0,9,-0.163,3.49,0,3.434,0,4.039,0,0,0,0,0.472,0,3.516,0,0.791
1380,L,Paraffins,"2,6-dimethyloctane",CCC(C)CCCC(C)C,C10H22,Dahmen/Marquadt (ASG),IQT,0,51.7,0.315,10.45,0,2.565,0,3.628,0.176,0,0,0,0.984,0,7,0,1.027
1381,L,Paraffins,"(9R,10S)-dimethyloctadecane",CCCCCCCC[C@@H](C)[C@@H](C)CCCCCCCC,C20H42,Creton,?,0,59,1.842,65.41,0,2.565,0,4.674,5.324,0,0,0,0,0,13.77,0,2.178
1382,L,Paraffins,"2,2,4,4,6(S),8,8-heptamethylnonane",C[C@@H](CC(C)(C)C)CC(C)(C)CC(C)(C)C,C16H34,NREL (2014),IQT,0,15,0.18,4.62,0,4.369,0,4.22,0.797,0,0,0,0.807,0,9.953,0,1.176
1383,L,Paraffins,"2,2,4,4,6,8,8-Heptamethylnonane ",CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,C16H34,NREL (2014),IQT,0,15,0.181,4.62,0,4.369,0,4.22,0.797,0,0,0,0.786,0,9.953,0,1.174
1384,L,Paraffins,"2,2,4,4,6,8,8- heptamethylnonane",CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,C16H34,NREL (2014),IQT,0,15.1,0.181,4.62,0,4.369,0,4.22,0.797,0,0,0,0.786,0,9.953,0,1.174
1385,L,Paraffins,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,C18H38O,NREL (2014),Other Ignition Delay Method,0,81,2.094,151.34,0,1.439,1,4.504,2.222,0,1,1,9.323,0,17.961,1,1.555
1386,L,Paraffins,3-ethyldecane,CCCCCCCC(CC)CC,C12H26,NREL (2014),Unknown,0,48,0.643,9.64,0,1.946,0,3.973,3.252,0,0,0,0.401,0,7.438,0,1.422
1387,L,Paraffins,n-heptadecane,CCCCCCCCCCCCCCCCC,C17H36,NREL (2014),Unknown,0,105,1.959,115.94,0,0,0,4.655,2.009,0,0,0,0.248,0,16,0,1.909
1388,L,Paraffins,n-eicosane,CCCCCCCCCCCCCCCCCCCC,C20H42,NREL (2014),Unknown,0,110,2.393,160.55,0,0,0,4.896,2.612,0,0,0,0.001,0,19.059,0,2.014
1389,L,Paraffins,2-methylpentane,CCCC(C)C,C6H14,NREL (2014),IQT,0,34.5,0.24,4.46,0,1.946,0,3.003,0,0,0,0,0.636,0,5.333,0,0.437
1390,L,Paraffins,n-tetradecane,CCCCCCCCCCCCCC,C14H30,NREL (2014),IQT,0,85.1,1.519,79.71,0,0,0,4.369,1.407,0,0,0,0.001,0,13.091,0,1.64
1391,L,Paraffins,"2,3(S)-dimethylpentane",CC[C@H](C)C(C)C,C7H16,NREL (2014),IQT,0,21,0.399,2.38,0,2.565,0,3.217,0,0,0,0,0.518,0,2.667,0,0.557
1392,L,Paraffins,"2,3(R)-dimethylpentane",CC[C@@H](C)C(C)C,C7H16,NREL (2014),IQT,0,21,0.398,2.38,0,2.565,0,3.217,0,0,0,0,0.511,0,2.667,0,0.558
1393,L,Paraffins,n-hexadecane,CCCCCCCCCCCCCCCC,C16H34,Dahmen/Marquadt (ASG),IQT,0,100.5,1.815,103.52,0,0,0,4.566,1.809,0,0,0,0.001,0,15.077,0,1.838
1394,L,Paraffins,n-decane,CCCCCCCCCC,C10H22,Dahmen/Marquadt (ASG),IQT,0,64.7,0.945,41.5,0,0,0,3.878,0.603,0,0,0,0.001,0,9.143,0,1.089
1395,L,Paraffins,"2,5(R)-dimethylundecane",CCCCCC[C@@H](C)CCC(C)C,C13H28,NREL (2014),Unknown,0,58,0.625,29.11,0,2.565,0,4.006,0.842,0,0,0,0.728,0,9.917,0,1.443
1396,L,Paraffins,"2,5-dimethylundecane",CCCCCCC(C)CCC(C)C,C13H28,NREL (2014),Unknown,0,58,0.625,29.11,0,2.565,0,4.006,0.842,0,0,0,0.728,0,9.917,0,1.443
1397,L,Paraffins,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,C8H18,Dahmen/Marquadt (ASG),IQT,0,15,-0.201,3.08,0,3.434,0,3.333,0,0,0,0,0.636,0,7.2,0,0.722
1398,L,Paraffins,"(9R,10S)-dipropyloctadecane",CCCCCCCC[C@@H](CCC)[C@@H](CCC)CCCCCCCC,C24H50,NREL (2014),Unknown,0,47,1.596,1.73,0,2.565,0,4.963,12.434,0,0,0,0.829,0,15.036,0,3.718
1399,L,Paraffins,3-methylheptane,CCCCC(C)CC,C8H18O,Dahmen/Marquadt (ASG),IQT,0,45,0.281,10.22,0,1.946,0,3.377,0,0,0,0,0.941,0,5,0,0.828
1400,L,Paraffins,n-nonane,CCCCCCCCC,C9H20,Dahmen/Marquadt (ASG),IQT,0,60.9,0.795,33.2,0,0,0,3.727,0.402,0,0,0,0.423,0,8,0,0.932
1401,L,Paraffins,2-methylbutane,CCC(C)C,C5H12,Dahmen/Marquadt (ASG),IQT,0,23,0.118,2.37,0,1.946,0,2.81,0,0,0,0,0.632,0,4,0,0.33
1402,L,Paraffins,n-nonadecane,CCCCCCCCCCCCCCCCCCC,C19H40,NREL (2014),Unknown,0,110,2.25,144.45,0,0,0,4.82,2.411,0,0,0,0.224,0,18,0,1.998
1403,L,Paraffins,2-methylhexane,CCCCC(C)C,C7H16,NREL (2014),IQT,0,43.5,0.321,7.19,0,1.946,0,3.196,0,0,0,0,0.633,0,6,0,0.651
1404,L,Paraffins,2-methylhexane,CCCCC(C)C,C7H16,NREL (2014),IQT,0,43.5,0.321,7.19,0,1.946,0,3.196,0,0,0,0,0.633,0,6,0,0.651
1405,L,Paraffins,n-pentadecane,CCCCCCCCCCCCCCC,C15H32,NREL (2014),Unknown,0,96,1.668,90.55,0,0,0,4.47,1.608,0,0,0,0.23,0,14,0,1.742
1406,L,Paraffins,"2,4-dimethylpentane",CC(C)CC(C)C,C7H16,Dahmen/Marquadt (ASG),IQT,0,28.4,0.383,4.72,0,2.565,0,3.217,0,0,0,0,0.076,0,6,0,0.662
1407,L,Paraffins,2-methylheptane,CCCCCC(C)C,C8H18,NREL (2014),IQT,0,52.6,0.463,11.05,0,1.946,0,3.377,0,0,0,0,0.645,0,7.2,0,0.755
1408,L,Paraffins,3-methylpentane,CCC(C)CC,C6H14,NREL (2014),Unknown,0,30,0.084,4.23,0,1.946,0,3.003,0,0,0,0,1.055,0,3,0,0.467
1409,L,Paraffins,4-propyldecane,CCCCCCC(CCC)CCC,C13H28,NREL (2014),Unknown,0,39,0.683,3.56,0,1.946,0,4.095,3.182,0,0,0,0.395,0,8.333,0,1.533
1410,L,Paraffins,n-undecane,CCCCCCCCCCC,C11H24,NREL (2014),"Blend (20%, method?)",0,81,1.085,49.19,0,0,0,4.016,0.804,0,0,0,0.3,0,10,0,1.234
1411,L,Paraffins,n-tridecane,CCCCCCCCCCCCC,C13H28,NREL (2014),Unknown,0,90,1.377,68.3,0,0,0,4.26,1.206,0,0,0,0.26,0,12,0,1.512
1412,L,Paraffins,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,C8H18,?,?,0,15,-0.201,3.08,0,3.434,0,3.333,0,0,0,0,0.636,0,7.2,0,0.722
1413,L,Paraffins,8-propylpentadecane,CCCCCCCC(CCC)CCCCCCC,C18H38,NREL (2014),Unknown,0,48,1.217,3.62,0,1.946,0,4.598,7.956,0,0,0,0.501,0,13.287,0,2.188
1414,L,Paraffins,"2,3-dimethylpentane",CCC(C)C(C)C,C7H16,NREL (2014),IQT,0,22,0.398,2.38,0,2.565,0,3.217,0,0,0,0,0.511,0,2.667,0,0.558
1415,L,Paraffins,"(9S,10S)-dipropyloctadecane",CCCCCCCC[C@H](CCC)[C@@H](CCC)CCCCCCCC,C24H50,NREL (2014),Unknown,0,47,1.708,1.78,0,2.565,0,4.963,11.87,0,0,0,1.097,0,15.036,0,3.439
1416,L,Paraffins,n-dodecane,CCCCCCCCCCCC,C12H26,NREL (2014),IQT,0,72.9,1.233,59.04,0,0,0,4.143,1.005,0,0,0,0.001,0,11.111,0,1.382
1417,L,Paraffins,"2,4-dimethylpentane",CC(C)CC(C)C,C7H16,NREL (2014),IQT,0,28.6,0.383,4.72,0,2.565,0,3.217,0,0,0,0,0.076,0,6,0,0.662
1418,L,Paraffins,"2,2,5-trimethylhexane",CC(C)CCC(C)(C)C,C9H20,NREL (2014),"Blend (20%, method?)",0,24,0.596,5.26,0,3.434,0,3.45,0,0,0,0,0.609,0,8,0,0.842
1419,L,Paraffins,"(9R,10R)-dipropyloctadecane",CCCCCCCC[C@@H](CCC)[C@H](CCC)CCCCCCCC,C24H50,NREL (2014),Unknown,0,47,1.632,5.05,0,2.565,0,4.963,11.205,0,0,0,0.527,0,15.036,0,2.564
1420,L,Paraffins,"2,9-dimethyl-5,6-diisoamyldecane",CC(C)CCC(CCC(C)C)C(CCC(C)C)CCC(C)C,C22H46,?,?,0,48,0.769,1.1,0,3.611,0,4.67,2.264,0,0,0,0.338,0,13.194,0,2.638
1421,L,Paraffins,n-octadecane,CCCCCCCCCCCCCCCCCC,C18H38,NREL (2014),Unknown,0,106,2.106,130.47,0,0,0,4.74,2.21,0,0,0,0.001,0,17.067,0,1.966
1422,L,Paraffins,n-hexadecane,CCCCCCCCCCCCCCCC,C16H34,NREL (2014),CFR,0,100,1.815,103.52,0,0,0,4.566,1.809,0,0,0,0.001,0,15.077,0,1.838
1423,L,Tetrahydrofuran,2-methyl-5-[(5-methyloxolan-2-yl)(oxolan-2-yl)methyl]oxolane,CC1CCC(O1)C(C1CCCO1)C1CCC(C)O1,C15H26O3,?,?,0,60.4,-0.144,1.33,3,4.439,0,3.547,0.204,0,0,0,2.009,3,2.76,0,-0.433
